accession	tax_id	scientific_name	last_updated	base_count	first_public	description
AF459758	195057	Drosophila malerkotliana malerkotliana	2006-11-14	290	2002-05-16	Drosophila malerkotliana malerkotliana alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AY102218	7243	Drosophila teissieri	2005-04-16	724	2002-06-20	Drosophila teissieri strain Br11 jingwei (jgw) gene, adh-derived region, partial cds.
U20765	7227	Drosophila melanogaster	2006-11-14	2365	1995-03-12	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, complete cds, and copia insertion site.
AB825961	1084936	Drosophila fengkainensis	2015-12-16	840	2015-12-16	Drosophila fengkainensis Adh gene for alcohol dehydrogenase, partial cds, strain: XT-33.
U76478	7231	Drosophila mulleri	2005-04-18	902	1997-03-06	Drosophila mulleri strain -1371.0 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AY695383	133984	Drosophila antillea	2006-11-14	1144	2006-08-01	Drosophila antillea alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.
AY044127	88886	Drosophila sulfurigaster	2006-11-14	716	2002-08-06	Drosophila sulfurigaster alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AY154832	7230	Drosophila mojavensis	2005-04-16	880	2003-03-03	Drosophila mojavensis strain MJBC 80 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154852	7263	Drosophila arizonae	2005-04-16	880	2003-03-03	Drosophila arizonae strain AR00 2 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154856	7263	Drosophila arizonae	2005-04-16	880	2003-03-03	Drosophila arizonae strain AR00 13 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154863	7263	Drosophila arizonae	2005-04-16	880	2003-03-03	Drosophila arizonae strain ARTU 36 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
M17833	7227	Drosophila melanogaster	2006-11-14	2727	1991-07-01	D.melanogaster (strain Fl-F) alcohol dehydrogenase gene (allele Adh-F), complete cds.
M60995	46244	Drosophila pseudoobscura bogotana	2006-11-14	3475	1992-01-26	Drosophila pseudoobscura bogotana strain BOG 3389.6 alcohol dehydrogenase (adh) gene, complete cds.
AB669847	34677	Drosophila tsacasi	2014-01-02	838	2014-01-02	Drosophila tsacasi Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0701.00.
AY044131	157293	Drosophila hypocausta	2006-11-14	723	2002-08-06	Drosophila hypocausta alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AY279327	51159	Drosophila lutescens	2006-11-14	2773	2004-03-31	Drosophila lutescens alcohol dehydrogenase (Adh) and alcohol dehydrogenase related (Adhr) genes, complete cds.
M17835	7227	Drosophila melanogaster	2006-11-14	2769	1991-07-01	D.melanogaster (strain Wa-F) alcohol dehydrogenase gene (allele Adh-F), complete cds.
AB669875	46829	Drosophila birchii	2014-01-02	833	2014-01-02	Drosophila birchii Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0521.00.
AB669877	244254	Drosophila bunnanda	2014-01-02	826	2014-01-02	Drosophila bunnanda Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0721.00.
AB932651	134000	Drosophila cardinoides	2014-10-26	834	2014-10-26	Drosophila cardinoides Adh gene for alcohol dehydrogenase, partial cds, strain: 15181-2291.00.
AY044123	157058	Drosophila oritisa	2006-11-14	725	2002-08-06	Drosophila oritisa alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
M60993	46244	Drosophila pseudoobscura bogotana	2006-11-14	3485	1992-01-26	Drosophila pseudoobscura bogotana strain BOG 3389.4 alcohol dehydrogenase (adh) gene, complete cds.
AB669873	73157	Drosophila nikananu	2014-01-02	839	2014-01-02	Drosophila nikananu Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0601.00.
AB932654	133979	Drosophila dunni	2014-10-26	839	2014-10-26	Drosophila dunni Adh gene for alcohol dehydrogenase, partial cds, strain: 15182-2291.00.
AB932663	133975	Drosophila nigrodunni	2014-10-26	840	2014-10-26	Drosophila nigrodunni Adh gene for alcohol dehydrogenase, partial cds, strain: 15182-2311.00.
AY154842	7263	Drosophila arizonae	2005-04-16	878	2003-03-03	Drosophila arizonae strain ARTU 22 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AF067280	7246	Drosophila affinis	2006-11-14	430	1998-07-02	Drosophila affinis alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AY044121	157055	Drosophila curviceps	2006-11-14	725	2002-08-06	Drosophila curviceps alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AF067284	77130	Drosophila tsukubaensis	2006-11-14	830	1998-07-02	Drosophila tsukubaensis alcohol dehydrogenase (Adh) gene, exons 1, 2, and 3 and partial cds.
AY154835	7230	Drosophila mojavensis	2005-04-16	880	2003-03-03	Drosophila mojavensis strain MJBC 108.5 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AF399012	42027	Drosophila kuntzei	2005-04-15	4800	2001-08-16	Drosophila kuntzei alcohol dehydrogenase (Adh) and alcohol dehydrogenase-related protein (Adhr) genes, complete cds.
AY154867	7230	Drosophila mojavensis	2005-04-16	879	2003-03-03	Drosophila mojavensis strain MJBC 39.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AB194426	7217	Drosophila ananassae	2006-02-27	1757	2005-05-07	Drosophila ananassae Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.
AF045119	30042	Drosophila prosaltans	2006-11-14	405	1998-06-02	Drosophila prosaltans strain 14045-0901.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AY102237	7243	Drosophila teissieri	2005-04-16	724	2002-06-20	Drosophila teissieri strain uz17 isolate 1 jingwei (jgw) gene, adh-derived region, partial cds.
AY154836	7230	Drosophila mojavensis	2005-04-16	880	2003-03-03	Drosophila mojavensis strain MJBC 115.4 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
M17845	7227	Drosophila melanogaster	2006-11-14	795	1988-04-02	D.melanogaster alcohol dehydrogenase gene, X-ray induced allele Adh-nLA248, exons 2-4.
AF045116	30047	Drosophila sturtevanti	2006-11-14	405	1998-06-02	Drosophila sturtevanti strain 14043-0871.9 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AY154872	7230	Drosophila mojavensis	2005-04-16	880	2003-03-03	Drosophila mojavensis strain MJBC 108.5 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY154827	7230	Drosophila mojavensis	2005-04-16	880	2003-03-03	Drosophila mojavensis strain MJBC 25.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
U40986	7218	Drosophila bifasciata	2006-11-14	429	1996-09-27	Drosophila bifasciata alcohol dehydrogenase (Adh) gene, partial exons 2 and 3, and partial cds.
AB194423	296644	Drosophila malerkotliana pallens	2006-02-27	1775	2005-05-07	Drosophila malerkotliana pallens Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.
AB194425	65965	Drosophila pseudoananassae pseudoananassae	2006-02-27	1762	2005-05-07	Drosophila pseudoananassae pseudoananassae Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.
AF348879	67534	Drosophila triauraria	2006-11-14	668	2001-04-16	Drosophila triauraria strain YK alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.
AY238780	7229	Drosophila miranda	2005-04-16	2042	2003-04-08	Drosophila miranda strain MSH22 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
AY238781	7229	Drosophila miranda	2005-04-16	2042	2003-04-08	Drosophila miranda strain MSH38 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
AY238770	7229	Drosophila miranda	2005-04-16	2042	2003-04-08	Drosophila miranda strain 0101.3 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
X15607	7227	Drosophila melanogaster	2002-07-07	559	1991-03-22	D. melanogaster DNA sequence of the 3' LTR of the copia insertion of the 5' flanking region of R1-42 adh allele
DQ363230	30023	Drosophila elegans	2006-05-25	544	2006-05-25	Drosophila elegans Adh (Adh) gene, partial cds.
X58694	7224	Drosophila hydei	2006-11-14	8447	1991-04-11	D. hydei ADH-1 and ADH-2 genes for alcohol dehydrogenase and an ADH psi pseudogene
EF137004	40366	Drosophila americana	2007-09-11	840	2006-12-24	Drosophila americana isolate IR04.18 Adh (Adh) gene, partial cds.
EF137007	40366	Drosophila americana	2007-09-11	840	2006-12-24	Drosophila americana isolate IR04.96 Adh (Adh) gene, partial cds.
EF136980	40366	Drosophila americana	2007-09-11	840	2006-12-24	Drosophila americana isolate HI99.15 Adh (Adh) gene, partial cds.
EF136991	40366	Drosophila americana	2007-09-11	840	2006-12-24	Drosophila americana isolate SB02.07 Adh (Adh) gene, partial cds.
EF137001	40366	Drosophila americana	2007-09-11	840	2006-12-24	Drosophila americana isolate IR04.10 Adh (Adh) gene, partial cds.
EF136973	40366	Drosophila americana	2007-09-11	840	2006-12-24	Drosophila americana isolate FP99.81 Adh (Adh) gene, partial cds.
EF137003	40366	Drosophila americana	2007-09-11	840	2006-12-24	Drosophila americana isolate IR04.15 Adh (Adh) gene, partial cds.
EF136981	40366	Drosophila americana	2007-09-11	840	2006-12-24	Drosophila americana isolate HI99.21 Adh (Adh) gene, partial cds.
AF175213	7227	Drosophila melanogaster	1999-12-21	951	1999-10-06	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-h18 allele, complete cds.
AF175215	7227	Drosophila melanogaster	1999-12-21	951	1999-10-06	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-h3 allele, complete cds.
U64538	7237	Drosophila pseudoobscura	2005-04-18	3510	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS280 allele, complete cds.
U64553	7237	Drosophila pseudoobscura	2005-04-18	3455	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS342 allele, complete cds.
U64554	7237	Drosophila pseudoobscura	2005-04-18	3467	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS343 allele, complete cds.
U64527	7237	Drosophila pseudoobscura	2005-04-18	3474	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS246 allele, complete cds.
U64521	7237	Drosophila pseudoobscura	2005-04-18	3484	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-GB48 allele, complete cds.
U64523	7237	Drosophila pseudoobscura	2005-04-18	3468	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS231 allele, complete cds.
U64558	7237	Drosophila pseudoobscura	2005-04-18	3471	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS353 allele, complete cds.
U64531	7237	Drosophila pseudoobscura	2005-04-18	3473	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS256 allele, complete cds.
X54119	7245	Drosophila yakuba	2008-10-23	1439	1992-04-14	D.yakuba Adh pseudogene
MN268000	198725	Drosophila subquinaria	2019-08-23	552	2019-08-23	Drosophila subquinaria isolate S_SE_1 ADH-related protein (ADH-R) gene, partial cds.
MN267972	55946	Drosophila recens	2019-08-23	552	2019-08-23	Drosophila recens isolate R_KA_5 ADH-related protein (ADH-R) gene, partial cds.
MN267994	198725	Drosophila subquinaria	2019-08-23	552	2019-08-23	Drosophila subquinaria isolate S_MS_2 ADH-related protein (ADH-R) gene, partial cds.
MN267971	55946	Drosophila recens	2019-08-23	552	2019-08-23	Drosophila recens isolate R_KA_196 ADH-related protein (ADH-R) gene, partial cds.
MN267967	55946	Drosophila recens	2019-08-23	552	2019-08-23	Drosophila recens isolate R_HI_33 ADH-related protein (ADH-R) gene, partial cds.
MN267998	198725	Drosophila subquinaria	2019-08-23	552	2019-08-23	Drosophila subquinaria isolate S_PO_42 ADH-related protein (ADH-R) gene, partial cds.
MN267984	198725	Drosophila subquinaria	2019-08-23	552	2019-08-23	Drosophila subquinaria isolate S_DE_5 ADH-related protein (ADH-R) gene, partial cds.
MN268003	198725	Drosophila subquinaria	2019-08-23	552	2019-08-23	Drosophila subquinaria isolate S_SE_47 ADH-related protein (ADH-R) gene, partial cds.
MN267963	55946	Drosophila recens	2019-08-23	552	2019-08-23	Drosophila recens isolate R_SM_18 ADH-related protein (ADH-R) gene, partial cds.
MN267960	55946	Drosophila recens	2019-08-23	552	2019-08-23	Drosophila recens isolate R_CA_1 ADH-related protein (ADH-R) gene, partial cds.
MN268006	193351	Drosophila transversa	2019-08-23	552	2019-08-23	Drosophila transversa isolate T_UP_2 ADH-related protein (ADH-R) gene, partial cds.
MN267982	198725	Drosophila subquinaria	2019-08-23	552	2019-08-23	Drosophila subquinaria isolate S_DE_1 ADH-related protein (ADH-R) gene, partial cds.
AF006568	7234	Drosophila persimilis	2005-04-15	3465	1997-09-11	Drosophila persimilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.
X54117	7243	Drosophila teissieri	2006-11-14	1125	1992-04-14	D.teissieri Adh processed pseudogene
LC165380	57873	Drosophila hubeiensis	2019-06-04	549	2019-06-04	Drosophila hubeiensis Adh gene, partial cds.
MG010089	126477	Drosophila fumipennis	2018-12-07	405	2018-11-09	Drosophila fumipennis Adh gene, partial cds.
MG010088	7260	Drosophila willistoni	2018-12-07	405	2018-11-09	Drosophila willistoni Adh gene, partial cds.
U64535	7237	Drosophila pseudoobscura	2005-04-18	4594	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS271 allele, and alcohol dehydrogenase-like protein gene, complete cds.
X62185	7237	Drosophila pseudoobscura	2006-11-14	3498	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62238	7237	Drosophila pseudoobscura	2006-11-14	3479	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62181	7237	Drosophila pseudoobscura	2006-11-14	3494	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62188	7237	Drosophila pseudoobscura	2006-11-14	3472	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62219	7237	Drosophila pseudoobscura	2006-11-14	3447	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64485	7237	Drosophila pseudoobscura	2006-11-14	3472	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62201	7237	Drosophila pseudoobscura	2006-11-14	3479	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64472	7237	Drosophila pseudoobscura	2006-11-14	3453	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62213	7237	Drosophila pseudoobscura	2006-11-14	3463	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64477	7237	Drosophila pseudoobscura	2006-11-14	3506	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
U94198	58311	Drosophila iki	2005-04-18	204	1998-02-23	Drosophila iki alcohol dehydrogenase (Adh) gene, partial cds.
AY006410	46800	Drosophila hemipeza	2005-09-26	510	2001-09-04	Drosophila hemipeza alcohol dehydrogenase (Adh) gene, partial cds.
AY006420	47048	Drosophila neopicta	2005-09-26	510	2001-09-04	Drosophila neopicta alcohol dehydrogenase (Adh) gene, partial cds.
AY081441	7278	Drosophila bromeliae	2005-04-16	289	2002-08-09	Drosophila bromeliae alcohol dehydrogenase (Adh) gene, partial cds.
AY081442	30041	Drosophila polychaeta	2005-04-16	283	2002-08-09	Drosophila polychaeta alcohol dehydrogenase (Adh) gene, partial cds.
AY750142	311479	Drosophila gani	2006-07-20	911	2005-12-31	Drosophila gani alcohol dehydrogenase (Adh) gene, partial cds.
DQ471658	47313	Drosophila ezoana	2006-07-20	711	2006-07-20	Drosophila ezoana alcohol dehydrogenase (Adh) gene, partial cds.
HQ631481	186283	Drosophila parabipectinata	2012-01-02	290	2011-08-30	Drosophila parabipectinata alcohol dehydrogenase (adh) gene, partial cds.
MF908506	1486046	Drosophila subpulchrella	2018-08-19	763	2018-08-19	Drosophila subpulchrella alcohol dehydrogenase (adh) gene, partial cds.
X68166	7237	Drosophila pseudoobscura	2006-11-14	3505	1992-10-08	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS316)
AY750138	7257	Drosophila robusta	2006-07-20	911	2005-12-31	Drosophila robusta alcohol dehydrogenase (Adh) gene, partial cds.
EU490429	508692	Drosophila endobranchia	2008-04-20	651	2008-03-11	Drosophila endobranchia alcohol dehydrogenase (Adh) gene, partial cds.
GQ376037	30043	Drosophila repleta	2009-08-03	410	2009-08-02	Drosophila repleta alcohol dehydrogenase (ADH) gene, partial cds.
HQ631472	94112	Drosophila constricta	2012-01-02	290	2011-08-30	Drosophila constricta alcohol dehydrogenase (adh) gene, partial cds.
U94197	46796	Drosophila disjuncta	2005-04-18	222	1998-02-23	Drosophila disjuncta alcohol dehydrogenase (Adh) gene, partial cds.
X68160	7237	Drosophila pseudoobscura	2006-11-14	3473	1992-10-08	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS299)
AY081443	133996	Drosophila ornatipennis	2005-04-16	277	2002-08-09	Drosophila ornatipennis alcohol dehydrogenase (Adh) gene, partial cds.
DQ471668	7244	Drosophila virilis	2006-07-20	711	2006-07-20	Drosophila virilis alcohol dehydrogenase (Adh) gene, partial cds.
AY006423	46830	Drosophila setosifrons	2005-09-26	510	2001-09-04	Drosophila setosifrons alcohol dehydrogenase (Adh) gene, partial cds.
AY750134	311479	Drosophila gani	2006-07-20	911	2005-12-31	Drosophila gani alcohol dehydrogenase (Adh) gene, partial cds.
U26837	40366	Drosophila americana	2005-04-17	950	1995-06-22	Drosophila americana alcohol dehydrogenase (Adh) gene, complete cds.
X68163	7237	Drosophila pseudoobscura	2006-11-14	3489	1992-10-08	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS306)
OP168392	2759894	Drosophila lutzii	2023-06-15	895	2023-06-14	Drosophila lutzii isolate Dlz_Ah Adh gene, partial cds.
U94194	46893	Drosophila adunca	2005-04-18	204	1998-02-23	Drosophila adunca alcohol dehydrogenase (Adh) gene, partial cds.
X68162	7237	Drosophila pseudoobscura	2006-11-14	3482	1992-10-08	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS315)
AY081439	30031	Drosophila ornatifrons	2005-04-16	283	2002-08-09	Drosophila ornatifrons alcohol dehydrogenase (Adh) gene, partial cds.
U90954	57874	Drosophila sinobscura	2006-11-14	431	1997-11-14	Drosophila sinobscura alcohol dehydrogenase (Adh) gene, partial cds.
AB932677	38838	Drosophila testacea	2015-01-14	826	2015-01-14	Drosophila testacea Adh gene for alcohol dehydrogenase, partial cds.
AB261131	157056	Drosophila formosana	2007-11-03	839	2007-11-03	Drosophila formosana Adh gene for alcohol dehydrogenase, partial cds.
AB261137	42062	Drosophila nasuta	2007-11-03	863	2007-11-03	Drosophila nasuta Adh gene for alcohol dehydrogenase, partial cds.
M60991	46244	Drosophila pseudoobscura bogotana	2006-11-14	3475	1992-01-26	Drosophila pseudoobscura bogotana alcohol dehydrogenase (adh) gene, complete cds.
AB932655	7279	Drosophila falleni	2014-10-26	810	2014-10-26	Drosophila falleni Adh gene for alcohol dehydrogenase, partial cds.
AB932660	198719	Drosophila innubila	2014-10-26	776	2014-10-26	Drosophila innubila Adh gene for alcohol dehydrogenase, partial cds.
DQ471611	40372	Drosophila americana texana	2006-07-20	711	2006-07-20	Drosophila americana texana alcohol dehydrogenase (Adh) gene, partial cds.
LC165388	7282	Drosophila obscura	2019-06-04	573	2019-06-04	Drosophila obscura Adh gene, partial cds, strain: obs-sk.
U95259	7260	Drosophila willistoni	2005-04-18	1172	1999-01-06	Drosophila willistoni Guana alcohol dehydrogenase (Adh) gene, complete cds.
X57362	7240	Drosophila simulans	2006-11-14	973	1991-07-17	Drosophila simulans (individual d) Adh gene for alcohol dehydrogenase
X57370	7245	Drosophila yakuba	2006-11-14	975	1991-07-17	Drosophila yakuba (individual f) Adh gene for alcohol dehydrogenase
AB261134	157057	Drosophila neohypocausta	2007-11-03	879	2007-11-03	Drosophila neohypocausta Adh gene for alcohol dehydrogenase, partial cds.
AB932659	198718	Drosophila histrio	2015-01-14	840	2015-01-14	Drosophila histrio Adh gene for alcohol dehydrogenase, partial cds.
X60792	7227	Drosophila melanogaster	2006-11-14	1901	1991-10-07	D.melanogaster (strain RI32) Adh gene for alcohol dehydrogenase
LC165395	77130	Drosophila tsukubaensis	2019-06-04	546	2019-06-04	Drosophila tsukubaensis Adh gene, partial cds, strain: tsuk-TMK.
X57361	7240	Drosophila simulans	2006-11-14	969	1991-07-17	Drosophila simulans (individual c) Adh gene for alcohol dehydrogenase
AB261140	387622	Drosophila maculinotata	2007-11-03	840	2007-11-03	Drosophila maculinotata Adh gene for alcohol dehydrogenase, partial cds.
U95273	46792	Drosophila insularis	2005-04-18	1183	1999-01-06	Drosophila insularis FA alcohol dehydrogenase (Adh) gene, complete cds.
AY095942	42027	Drosophila kuntzei	2008-12-16	431	2003-05-01	Drosophila kuntzei isolate kun2 alcohol dehydrogenase (Adh) gene, partial cds.
AY335200	30047	Drosophila sturtevanti	2005-04-16	792	2003-12-31	Drosophila sturtevanti clone Dsturt2 alcohol dehydrogenase (Adh) gene, partial cds.
KJ767239	7227	Drosophila melanogaster	2014-10-29	872	2014-09-04	Drosophila melanogaster strain Samarkand alcohol dehydrogenase (Adh) gene, partial cds.
M60984	7237	Drosophila pseudoobscura	2006-11-14	3494	1992-04-30	Drosophila pseudoobscura (strain AH133) alcohol dehydrogenase (adh) gene, complete cds.
MK017212	7283	Drosophila phalerata	2018-12-05	495	2018-12-05	UNVERIFIED: Drosophila phalerata adh-related-like (Adhr) gene, partial sequence.
U95270	46793	Drosophila paulistorum	2005-04-18	1168	1999-01-06	Drosophila paulistorum 0771.4 alcohol dehydrogenase (Adh) gene, complete cds.
AY095936	42028	Drosophila limbata	2008-12-16	446	2003-05-01	Drosophila limbata isolate lim2 alcohol dehydrogenase (Adh) gene, partial cds.
AY095937	193351	Drosophila transversa	2008-12-16	437	2003-05-01	Drosophila transversa isolate tra3 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471624	381467	Drosophila multidentata	2006-07-20	711	2006-07-20	Drosophila multidentata strain 55 alcohol dehydrogenase (Adh) gene, partial cds.
EU532125	46793	Drosophila paulistorum	2010-01-21	542	2010-01-21	Drosophila paulistorum from Brazil alcohol dehydrogenase (Adh) gene, partial cds.
EU918956	195057	Drosophila malerkotliana malerkotliana	2008-08-31	386	2008-08-31	Drosophila malerkotliana malerkotliana strain mal0-isoC Adh gene, partial sequence.
LC057197	1660391	Drosophila sp. KO4	2019-06-04	822	2019-06-04	Drosophila sp. KO4 Adh gene for alcohol dehydrogenase, partial cds.
LC165386	7271	Drosophila nebulosa	2019-06-04	488	2019-06-04	Drosophila nebulosa Adh gene, partial cds, strain: 14030-0761.00.
M60982	7237	Drosophila pseudoobscura	2006-11-14	3472	1992-04-30	Drosophila pseudoobscura (strain AH100) alcohol dehydrogenase adh gene, complete cds.
M60986	7237	Drosophila pseudoobscura	2006-11-14	3463	1992-01-26	Drosophila pseudoobscura (strain AH144) alcohol dehydrogenase (adh) gene, complete cds.
MK017208	383693	Drosophila magnaquinaria	2018-12-05	481	2018-12-05	UNVERIFIED: Drosophila magnaquinaria adh-related-like (Adhr) gene, partial sequence.
MK017220	614641	Drosophila tenebrosa	2018-12-05	495	2018-12-05	UNVERIFIED: Drosophila tenebrosa adh-related-like (Adhr) gene, partial sequence.
DQ471648	381452	Drosophila barutani	2006-07-20	711	2006-07-20	Drosophila barutani strain 245 alcohol dehydrogenase (Adh) gene, partial cds.
HQ110516	30042	Drosophila prosaltans	2011-06-02	859	2011-05-06	Drosophila prosaltans isolate D_Pros_c2 alcohol dehydrogenase (Adh) gene, partial cds.
HQ110517	30042	Drosophila prosaltans	2011-06-02	828	2011-05-06	Drosophila prosaltans isolate D_pros_c3 alcohol dehydrogenase (Adh) gene, partial cds.
LC165369	7246	Drosophila affinis	2019-06-04	483	2019-06-04	Drosophila affinis Adh gene, partial cds, strain: 14012-0141.00.
LC165370	7247	Drosophila algonquin	2019-06-04	561	2019-06-04	Drosophila algonquin Adh gene, partial cds, strain: 14012-0161.04a.
LC165387	30039	Drosophila neocordata	2019-06-04	552	2019-06-04	Drosophila neocordata Adh gene, partial cds, strain: 14041-0831.00.
AF284480	7238	Drosophila sechellia	2006-11-14	700	2000-11-02	Drosophila sechellia strain 24 alcohol dehydrogenase (Adh) gene, partial cds.
AY095945	126591	Drosophila curvispina	2008-12-16	443	2003-05-01	Drosophila curvispina isolate cur2 alcohol dehydrogenase (Adh) gene, partial cds.
AY095948	193352	Drosophila unispina	2008-12-16	442	2003-05-01	Drosophila unispina isolate uni2 alcohol dehydrogenase (Adh) gene, partial cds.
AY156524	7232	Drosophila navojoa	2005-04-16	879	2003-03-03	Drosophila navojoa alcohol dehydrogenase 1 (adh-1) gene, complete cds.
EU918957	296644	Drosophila malerkotliana pallens	2008-08-31	383	2008-08-31	Drosophila malerkotliana pallens strain palQ120-isoA Adh gene, partial sequence.
MK017216	198723	Drosophila suboccidentalis	2018-12-05	495	2018-12-05	UNVERIFIED: Drosophila suboccidentalis adh-related-like (Adhr) gene, partial sequence.
MK017204	7279	Drosophila falleni	2018-12-05	495	2018-12-05	UNVERIFIED: Drosophila falleni adh-related-like (Adhr) gene, partial sequence.
AB669844	30035	Drosophila malagassya	2014-01-02	840	2014-01-02	Drosophila malagassya Adh gene for alcohol dehydrogenase, partial cds, strain: J6.
AB669863	30033	Drosophila kikkawai	2014-01-02	832	2014-01-02	Drosophila kikkawai Adh gene for alcohol dehydrogenase, partial cds, strain: HNL123.
AB669870	307244	Drosophila ogumai	2014-01-02	836	2014-01-02	Drosophila ogumai Adh gene for alcohol dehydrogenase, partial cds, strain: RGN206.
AF136671	95109	Drosophila americana americana	2005-04-15	884	1999-06-03	Drosophila americana americana G96.11X alcohol dehydrogenase (Adh) gene, partial cds.
AF136684	95109	Drosophila americana americana	2005-04-15	884	1999-06-03	Drosophila americana americana G96.38Y alcohol dehydrogenase (Adh) gene, partial cds.
AF136689	95109	Drosophila americana americana	2005-04-15	884	1999-06-03	Drosophila americana americana G96.13Y alcohol dehydrogenase (Adh) gene, partial cds.
AF136703	40372	Drosophila americana texana	2005-04-15	884	1999-06-03	Drosophila americana texana LP97.12 alcohol dehydrogenase (Adh) gene, partial cds.
AF459754	7217	Drosophila ananassae	2006-11-14	290	2002-05-16	Drosophila ananassae alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459774	7274	Drosophila serrata	2006-11-14	290	2002-05-16	Drosophila serrata alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
LC057788	7291	Drosophila albomicans	2015-06-26	846	2015-06-26	Drosophila albomicans Adh gene for alchol dehydrogenase, partial cds, strain: X108.
LC057800	42062	Drosophila nasuta	2015-06-26	851	2015-06-26	Drosophila nasuta Adh gene for alchol dehydrogenase, partial cds, strain: MYS12.
AF459748	94111	Drosophila prostipennis	2006-11-14	290	2002-05-16	Drosophila prostipennis alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459759	69217	Drosophila pallidosa	2006-11-14	290	2002-05-16	Drosophila pallidosa alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459761	112146	Drosophila bicornuta	2006-11-14	290	2002-05-16	Drosophila bicornuta alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
